time_utc,data_type,station_id,valid,observable_raw,doppler_hz,range_m,range_type
2015-01-16 21:35:13.500000+00:00,11,45,True,-1341440.038845061,-1341440.038845061,,
2015-01-16 21:35:18.500000+00:00,11,45,True,-1341420.798638343,-1341420.798638343,,
2015-01-16 21:35:23.500000+00:00,11,45,True,-1341401.533489226,-1341401.533489226,,
2015-01-16 21:35:28.500000+00:00,11,45,True,-1341382.290820121,-1341382.290820121,,
2015-01-16 21:35:33.500000+00:00,11,45,True,-1341363.006185531,-1341363.006185531,,
2015-01-16 21:35:38.500000+00:00,11,45,True,-1341343.808369636,-1341343.808369636,,
2015-01-16 21:35:43.500000+00:00,11,45,True,-1341324.64465618,-1341324.64465618,,
2015-01-16 21:35:48.500000+00:00,11,45,True,-1341305.511645316,-1341305.511645316,,
2015-01-16 21:35:53.500000+00:00,11,45,True,-1341286.324344634,-1341286.324344634,,
2015-01-16 21:35:58.500000+00:00,11,45,True,-1341267.181549071,-1341267.181549071,,
2015-01-16 21:36:03.500000+00:00,11,45,True,-1341248.064279555,-1341248.064279555,,
2015-01-16 21:36:08.500000+00:00,11,45,True,-1341228.994976043,-1341228.994976043,,
2015-01-16 21:36:13.500000+00:00,11,45,True,-1341209.890709876,-1341209.890709876,,
2015-01-16 21:36:18.500000+00:00,11,45,True,-1341190.840397834,-1341190.840397834,,
2015-01-16 21:36:23.500000+00:00,11,45,True,-1341171.811739921,-1341171.811739921,,
2015-01-16 21:36:28.500000+00:00,11,45,True,-1341152.840276717,-1341152.840276717,,
2015-01-16 21:36:33.500000+00:00,11,45,True,-1341133.778082847,-1341133.778082847,,
2015-01-16 21:36:38.500000+00:00,11,45,True,-1341114.81464672,-1341114.81464672,,
2015-01-16 21:36:43.500000+00:00,11,45,True,-1341095.796082496,-1341095.796082496,,
2015-01-16 21:36:48.500000+00:00,11,45,True,-1341076.819023131,-1341076.819023131,,
2015-01-16 21:36:53.500000+00:00,11,45,True,-1341057.909587859,-1341057.909587859,,
2015-01-16 21:36:58.500000+00:00,11,45,True,-1341038.906946181,-1341038.906946181,,
2015-01-16 21:37:03.500000+00:00,11,45,True,-1341019.960338592,-1341019.960338592,,
2015-01-16 21:37:08.500000+00:00,11,45,True,-1341001.02849388,-1341001.02849388,,
2015-01-16 21:37:13.500000+00:00,11,45,True,-1340982.175152778,-1340982.175152778,,
2015-01-16 21:37:18.500000+00:00,11,45,True,-1340963.266585349,-1340963.266585349,,
2015-01-16 21:37:23.500000+00:00,11,45,True,-1340944.470745086,-1340944.470745086,,
2015-01-16 21:37:28.500000+00:00,11,45,True,-1340925.566974639,-1340925.566974639,,
2015-01-16 21:37:33.500000+00:00,11,45,True,-1340906.670578002,-1340906.670578002,,
2015-01-16 21:37:38.500000+00:00,11,45,True,-1340887.848286628,-1340887.848286628,,
