time_utc,data_type,station_id,valid,observable_raw,doppler_hz,range_m,range_type
2015-02-24 21:00:03.500000+00:00,12,34,True,-265.779308318,-265.779308318,,
2015-02-24 21:00:08.500000+00:00,12,34,True,-253.692589759,-253.692589759,,
2015-02-24 21:00:13.500000+00:00,12,34,True,-241.60948944,-241.60948944,,
2015-02-24 21:00:18.500000+00:00,12,34,True,-229.555062293,-229.555062293,,
2015-02-24 21:00:23.500000+00:00,12,34,True,-217.494158744,-217.494158744,,
2015-02-24 21:00:28.500000+00:00,12,34,True,-205.447726249,-205.447726249,,
2015-02-24 21:00:33.500000+00:00,12,34,True,-193.409794806,-193.409794806,,
2015-02-24 21:00:38.500000+00:00,12,34,True,-181.383437156,-181.383437156,,
2015-02-24 21:00:43.500000+00:00,12,34,True,-169.359526633,-169.359526633,,
2015-02-24 21:00:48.500000+00:00,12,34,True,-157.346941947,-157.346941947,,
2015-02-24 21:00:53.500000+00:00,12,34,True,-145.339697837,-145.339697837,,
2015-02-24 21:00:58.500000+00:00,12,34,True,-133.344671248,-133.344671248,,
2015-02-24 21:01:03.500000+00:00,12,34,True,-121.355350493,-121.355350493,,
2015-02-24 21:01:08.500000+00:00,12,34,True,-109.37423706,-109.37423706,,
2015-02-24 21:01:13.500000+00:00,12,34,True,-97.399520873,-97.399520873,,
2015-02-24 21:01:18.500000+00:00,12,34,True,-85.437973975,-85.437973975,,
2015-02-24 21:01:23.500000+00:00,12,34,True,-73.488783835,-73.488783835,,
2015-02-24 21:01:28.500000+00:00,12,34,True,-61.540843963,-61.540843963,,
2015-02-24 21:01:33.500000+00:00,12,34,True,-49.607173919,-49.607173919,,
2015-02-24 21:01:38.500000+00:00,12,34,True,-37.672982215,-37.672982215,,
2015-02-24 21:01:43.500000+00:00,12,34,True,-25.754483222,-25.754483222,,
2015-02-24 21:01:48.500000+00:00,12,34,True,-13.847452163,-13.847452163,,
2015-02-24 21:01:53.500000+00:00,12,34,True,-1.934723853,-1.934723853,,
2015-02-24 21:01:58.500000+00:00,12,34,True,9.956141472,9.956141472,,
2015-02-24 21:02:03.500000+00:00,12,34,True,21.847915649,21.847915649,,
2015-02-24 21:02:08.500000+00:00,12,34,True,33.723585129,33.723585129,,
2015-02-24 21:02:13.500000+00:00,12,34,True,45.592557907,45.592557907,,
2015-02-24 21:02:18.500000+00:00,12,34,True,57.448011398,57.448011398,,
2015-02-24 21:02:23.500000+00:00,12,34,True,69.309929848,69.309929848,,
2015-02-24 21:02:28.500000+00:00,12,34,True,81.150208473,81.150208473,,
2015-02-24 21:02:33.500000+00:00,12,34,True,92.986349106,92.986349106,,
2015-02-24 21:02:38.500000+00:00,12,34,True,104.827879906,104.827879906,,
2015-02-24 21:02:43.500000+00:00,12,34,True,116.634635925,116.634635925,,
2015-02-24 21:02:48.500000+00:00,12,34,True,128.454688072,128.454688072,,
2015-02-24 21:02:53.500000+00:00,12,34,True,140.25303936,140.25303936,,
2015-02-24 21:02:58.500000+00:00,12,34,True,152.042477608,152.042477608,,
2015-02-24 21:03:03.500000+00:00,12,34,True,163.835826874,163.835826874,,
