time_utc,data_type,station_id,valid,observable_raw,doppler_hz,range_m,range_type
2015-04-10 20:00:03.500000+00:00,12,15,True,-298.075964927,-298.075964927,,
2015-04-10 20:00:08.500000+00:00,12,15,True,-289.644483565,-289.644483565,,
2015-04-10 20:00:13.500000+00:00,12,15,True,-280.93029499,-280.93029499,,
2015-04-10 20:00:18.500000+00:00,12,15,True,-272.332263946,-272.332263946,,
2015-04-10 20:00:23.500000+00:00,12,15,True,-263.882925033,-263.882925033,,
2015-04-10 20:00:28.500000+00:00,12,15,True,-254.700363158,-254.700363158,,
2015-04-10 20:00:33.500000+00:00,12,15,True,-246.213391303,-246.213391303,,
2015-04-10 20:00:38.500000+00:00,12,15,True,-237.681951522,-237.681951522,,
2015-04-10 20:00:43.500000+00:00,12,15,True,-229.155325889,-229.155325889,,
2015-04-10 20:00:48.500000+00:00,12,15,True,-220.636054038,-220.636054038,,
2015-04-10 20:00:53.500000+00:00,12,15,True,-211.816883086,-211.816883086,,
2015-04-10 20:00:58.500000+00:00,12,15,True,-203.10521984,-203.10521984,,
2015-04-10 20:01:03.500000+00:00,12,15,True,-194.58999443,-194.58999443,,
2015-04-10 20:01:08.500000+00:00,12,15,True,-185.945101737,-185.945101737,,
2015-04-10 20:01:13.500000+00:00,12,15,True,-177.013463973,-177.013463973,,
2015-04-10 20:01:18.500000+00:00,12,15,True,-168.613951682,-168.613951682,,
2015-04-10 20:01:23.500000+00:00,12,15,True,-160.207176207,-160.207176207,,
2015-04-10 20:01:28.500000+00:00,12,15,True,-151.534184455,-151.534184455,,
2015-04-10 20:01:33.500000+00:00,12,15,True,-142.821778296,-142.821778296,,
2015-04-10 20:01:38.500000+00:00,12,15,True,-134.382393836,-134.382393836,,
2015-04-10 20:01:43.500000+00:00,12,15,True,-125.93011093,-125.93011093,,
2015-04-10 20:01:48.500000+00:00,12,15,True,-117.555000304,-117.555000304,,
2015-04-10 20:01:53.500000+00:00,12,15,True,-108.996294974,-108.996294974,,
2015-04-10 20:01:58.500000+00:00,12,15,True,-100.192394256,-100.192394256,,
2015-04-10 20:02:03.500000+00:00,12,15,True,-91.685688018,-91.685688018,,
2015-04-10 20:02:08.500000+00:00,12,15,True,-83.42815113,-83.42815113,,
2015-04-10 20:02:13.500000+00:00,12,15,True,-74.971146583,-74.971146583,,
2015-04-10 20:02:18.500000+00:00,12,15,True,-66.350883483,-66.350883483,,
2015-04-10 20:02:23.500000+00:00,12,15,True,-57.696129798,-57.696129798,,
2015-04-10 20:02:28.500000+00:00,12,15,True,-49.263039588,-49.263039588,,
2015-04-10 20:02:33.500000+00:00,12,15,True,-40.736968993,-40.736968993,,
2015-04-10 20:02:38.500000+00:00,12,15,True,-31.852851867,-31.852851867,,
2015-04-10 20:02:43.500000+00:00,12,15,True,-23.549598693,-23.549598693,,
2015-04-10 20:02:48.500000+00:00,12,15,True,-15.021089553,-15.021089553,,
2015-04-10 20:02:53.500000+00:00,12,15,True,-6.408626555,-6.408626555,,
2015-04-10 20:02:58.500000+00:00,12,15,True,2.068029404,2.068029404,,
2015-04-10 20:03:03.500000+00:00,12,15,True,10.458810806,10.458810806,,
2015-04-10 20:03:08.500000+00:00,12,15,True,19.0788908,19.0788908,,
2015-04-10 20:03:13.500000+00:00,12,15,True,27.297868729,27.297868729,,
2015-04-10 20:03:18.500000+00:00,12,15,True,35.568450928,35.568450928,,
2015-04-10 20:03:23.500000+00:00,12,15,True,43.848856926,43.848856926,,
2015-04-10 20:03:28.500000+00:00,12,15,True,52.361338615,52.361338615,,
2015-04-10 20:03:33.500000+00:00,12,15,True,60.905080795,60.905080795,,
2015-04-10 20:03:38.500000+00:00,12,15,True,69.076042175,69.076042175,,
2015-04-10 20:03:43.500000+00:00,12,15,True,77.93046093,77.93046093,,
2015-04-10 20:03:48.500000+00:00,12,15,True,86.265053749,86.265053749,,
2015-04-10 20:03:53.500000+00:00,12,15,True,94.252166748,94.252166748,,
2015-04-10 20:03:58.500000+00:00,12,15,True,103.265100479,103.265100479,,
2015-04-10 20:04:03.500000+00:00,12,15,True,111.971421242,111.971421242,,
2015-04-10 20:04:08.500000+00:00,12,15,True,121.116236687,121.116236687,,
2015-04-10 20:04:13.500000+00:00,12,15,True,129.631167412,129.631167412,,
2015-04-10 20:04:18.500000+00:00,12,15,True,138.117468834,138.117468834,,
2015-04-10 20:04:23.500000+00:00,12,15,True,146.645588875,146.645588875,,
2015-04-10 20:04:28.500000+00:00,12,15,True,155.395419121,155.395419121,,
2015-04-10 20:04:33.500000+00:00,12,15,True,164.352831841,164.352831841,,
2015-04-10 20:04:38.500000+00:00,12,15,True,172.778084755,172.778084755,,
2015-04-10 20:04:43.500000+00:00,12,15,True,181.455588341,181.455588341,,
2015-04-10 20:04:48.500000+00:00,12,15,True,190.209723473,190.209723473,,
2015-04-10 20:04:53.500000+00:00,12,15,True,198.99177742,198.99177742,,
2015-04-10 20:04:58.500000+00:00,12,15,True,207.901061058,207.901061058,,
2015-04-10 20:05:03.500000+00:00,12,15,True,216.38086319,216.38086319,,
2015-04-10 20:05:08.500000+00:00,12,15,True,224.90128994,224.90128994,,
2015-04-10 20:05:13.500000+00:00,12,15,True,233.440638542,233.440638542,,
2015-04-10 20:05:18.500000+00:00,12,15,True,241.885038376,241.885038376,,
2015-04-10 20:05:23.500000+00:00,12,15,True,250.852564812,250.852564812,,
2015-04-10 20:05:28.500000+00:00,12,15,True,259.260245323,259.260245323,,
2015-04-10 20:05:33.500000+00:00,12,15,True,267.889639854,267.889639854,,
2015-04-10 20:05:38.500000+00:00,12,15,True,276.872538567,276.872538567,,
2015-04-10 20:05:43.500000+00:00,12,15,True,285.292088509,285.292088509,,
2015-04-10 20:05:48.500000+00:00,12,15,True,293.699267387,293.699267387,,
2015-04-10 20:05:53.500000+00:00,12,15,True,302.492733002,302.492733002,,
2015-04-10 20:05:58.500000+00:00,12,15,True,311.125985146,311.125985146,,
