time_utc,doppler_hz,station_id,data_type,valid
2015-04-23 14:49:33.500000+00:00,-1034970.631148337,25,11,True
2015-04-23 14:49:38.500000+00:00,-1034963.47340393,25,11,True
2015-04-23 14:49:43.500000+00:00,-1034956.364733695,25,11,True
2015-04-23 14:49:48.500000+00:00,-1034949.180896758,25,11,True
2015-04-23 14:49:53.500000+00:00,-1034942.015525817,25,11,True
2015-04-23 14:49:58.500000+00:00,-1034934.807158469,25,11,True
2015-04-23 14:50:03.500000+00:00,-1034927.624523162,25,11,True
2015-04-23 14:50:08.500000+00:00,-1034920.401494979,25,11,True
2015-04-23 14:50:13.500000+00:00,-1034913.192234992,25,11,True
2015-04-23 14:50:18.500000+00:00,-1034906.088373183,25,11,True
2015-04-23 14:50:23.500000+00:00,-1034898.96949005,25,11,True
2015-04-23 14:50:28.500000+00:00,-1034891.861920356,25,11,True
2015-04-23 14:50:33.500000+00:00,-1034884.73258686,25,11,True
2015-04-23 14:50:38.500000+00:00,-1034877.614829062,25,11,True
2015-04-23 14:50:43.500000+00:00,-1034870.421292304,25,11,True
2015-04-23 14:50:48.500000+00:00,-1034863.318080901,25,11,True
2015-04-23 14:50:53.500000+00:00,-1034856.087055205,25,11,True
2015-04-23 14:50:58.500000+00:00,-1034848.964529036,25,11,True
2015-04-23 14:51:03.500000+00:00,-1034841.860866546,25,11,True
2015-04-23 14:51:08.500000+00:00,-1034834.73373413,25,11,True
2015-04-23 14:51:13.500000+00:00,-1034827.598073005,25,11,True
2015-04-23 14:51:18.500000+00:00,-1034820.476848601,25,11,True
2015-04-23 14:51:23.500000+00:00,-1034813.376543044,25,11,True
2015-04-23 14:51:28.500000+00:00,-1034806.331715583,25,11,True
2015-04-23 14:51:33.500000+00:00,-1034799.209396361,25,11,True
2015-04-23 14:51:38.500000+00:00,-1034792.133885383,25,11,True
2015-04-23 14:51:43.500000+00:00,-1034785.095542907,25,11,True
2015-04-23 14:51:48.500000+00:00,-1034778.001288413,25,11,True
2015-04-23 14:51:53.500000+00:00,-1034770.863076209,25,11,True
2015-04-23 14:51:58.500000+00:00,-1034763.827146529,25,11,True
2015-04-23 14:52:03.500000+00:00,-1034756.710262298,25,11,True
2015-04-23 14:52:08.500000+00:00,-1034749.591356276,25,11,True
2015-04-23 14:52:13.500000+00:00,-1034742.53692913,25,11,True
2015-04-23 14:52:18.500000+00:00,-1034735.57964611,25,11,True
2015-04-23 14:52:23.500000+00:00,-1034728.452003478,25,11,True
2015-04-23 14:52:28.500000+00:00,-1034721.446378707,25,11,True
2015-04-23 14:52:33.500000+00:00,-1034714.371921538,25,11,True
2015-04-23 14:52:38.500000+00:00,-1034707.415016173,25,11,True
2015-04-23 14:52:43.500000+00:00,-1034700.435513495,25,11,True
2015-04-23 14:52:48.500000+00:00,-1034693.4400959,25,11,True
2015-04-23 14:52:53.500000+00:00,-1034686.298087119,25,11,True
2015-04-23 14:52:58.500000+00:00,-1034679.298707961,25,11,True
2015-04-23 14:53:03.500000+00:00,-1034672.402294158,25,11,True
2015-04-23 14:53:08.500000+00:00,-1034665.29771614,25,11,True
2015-04-23 14:53:13.500000+00:00,-1034658.353788375,25,11,True
2015-04-23 14:53:18.500000+00:00,-1034651.372805594,25,11,True
2015-04-23 14:53:23.500000+00:00,-1034644.381711959,25,11,True
2015-04-23 14:53:28.500000+00:00,-1034637.409958838,25,11,True
2015-04-23 14:53:33.500000+00:00,-1034630.370041846,25,11,True
2015-04-23 14:53:38.500000+00:00,-1034623.374912261,25,11,True
2015-04-23 14:53:43.500000+00:00,-1034616.398596763,25,11,True
2015-04-23 14:53:48.500000+00:00,-1034609.402944564,25,11,True
2015-04-23 14:53:53.500000+00:00,-1034602.482162475,25,11,True
2015-04-23 14:53:58.500000+00:00,-1034595.607594489,25,11,True
2015-04-23 14:54:03.500000+00:00,-1034588.638676642,25,11,True
2015-04-23 14:54:08.500000+00:00,-1034581.705093383,25,11,True
2015-04-23 14:54:13.500000+00:00,-1034574.786372184,25,11,True
2015-04-23 14:54:18.500000+00:00,-1034567.753087996,25,11,True
2015-04-23 14:54:23.500000+00:00,-1034560.869220733,25,11,True
2015-04-23 14:54:28.500000+00:00,-1034553.945634841,25,11,True
2015-04-23 14:54:33.500000+00:00,-1034547.06017208,25,11,True
2015-04-23 14:54:38.500000+00:00,-1034540.174504279,25,11,True
2015-04-23 14:54:43.500000+00:00,-1034533.308980941,25,11,True
2015-04-23 14:54:48.500000+00:00,-1034526.447415351,25,11,True
2015-04-23 14:54:53.500000+00:00,-1034519.62754917,25,11,True
2015-04-23 14:54:58.500000+00:00,-1034512.672956466,25,11,True
2015-04-23 14:55:03.500000+00:00,-1034505.915056228,25,11,True
2015-04-23 14:55:08.500000+00:00,-1034498.956871985,25,11,True
2015-04-23 14:55:13.500000+00:00,-1034492.092903136,25,11,True
2015-04-23 14:55:18.500000+00:00,-1034485.166488646,25,11,True
2015-04-23 14:55:23.500000+00:00,-1034478.30578041,25,11,True
2015-04-23 14:55:28.500000+00:00,-1034471.517322539,25,11,True
2015-04-23 14:55:33.500000+00:00,-1034464.646747588,25,11,True
2015-04-23 14:55:38.500000+00:00,-1034457.70227909,25,11,True
2015-04-23 14:55:43.500000+00:00,-1034450.857174872,25,11,True
2015-04-23 14:55:48.500000+00:00,-1034443.952348708,25,11,True
2015-04-23 14:55:53.500000+00:00,-1034437.068785666,25,11,True
2015-04-23 14:55:58.500000+00:00,-1034430.313080787,25,11,True
2015-04-23 14:56:03.500000+00:00,-1034423.551899909,25,11,True
2015-04-23 14:56:08.500000+00:00,-1034416.74559307,25,11,True
2015-04-23 14:56:13.500000+00:00,-1034409.890933989,25,11,True
2015-04-23 14:56:18.500000+00:00,-1034403.00926113,25,11,True
2015-04-23 14:56:23.500000+00:00,-1034396.184003829,25,11,True
2015-04-23 14:56:28.500000+00:00,-1034389.466549872,25,11,True
2015-04-23 14:56:33.500000+00:00,-1034382.619829177,25,11,True
2015-04-23 14:56:38.500000+00:00,-1034375.834086417,25,11,True
2015-04-23 14:56:43.500000+00:00,-1034368.941337584,25,11,True
2015-04-23 14:56:48.500000+00:00,-1034362.154485702,25,11,True
2015-04-23 14:56:53.500000+00:00,-1034355.309951781,25,11,True
2015-04-23 14:56:58.500000+00:00,-1034348.544904708,25,11,True
2015-04-23 14:57:03.500000+00:00,-1034341.845816611,25,11,True
2015-04-23 14:57:08.500000+00:00,-1034335.005005835,25,11,True
2015-04-23 14:57:13.500000+00:00,-1034328.246495246,25,11,True
2015-04-23 14:57:18.500000+00:00,-1034321.453346251,25,11,True
2015-04-23 14:57:23.500000+00:00,-1034314.66800785,25,11,True
2015-04-23 14:57:28.500000+00:00,-1034307.872770308,25,11,True
2015-04-23 14:57:33.500000+00:00,-1034301.109063147,25,11,True
2015-04-23 14:57:38.500000+00:00,-1034294.296996116,25,11,True
2015-04-23 14:57:43.500000+00:00,-1034287.540739058,25,11,True
2015-04-23 14:57:48.500000+00:00,-1034280.837908744,25,11,True
2015-04-23 14:57:53.500000+00:00,-1034274.075383185,25,11,True
2015-04-23 14:57:58.500000+00:00,-1034267.355916022,25,11,True
2015-04-23 14:58:03.500000+00:00,-1034260.623991012,25,11,True
2015-04-23 14:58:08.500000+00:00,-1034253.952618598,25,11,True
2015-04-23 14:58:13.500000+00:00,-1034247.093689918,25,11,True
2015-04-23 14:58:18.500000+00:00,-1034240.420734405,25,11,True
2015-04-23 14:58:23.500000+00:00,-1034233.742167472,25,11,True
2015-04-23 14:58:28.500000+00:00,-1034227.018319129,25,11,True
2015-04-23 14:58:33.500000+00:00,-1034220.236164092,25,11,True
2015-04-23 14:58:38.500000+00:00,-1034213.500036239,25,11,True
2015-04-23 14:58:43.500000+00:00,-1034206.747327804,25,11,True
2015-04-23 14:58:48.500000+00:00,-1034200.086951255,25,11,True
2015-04-23 14:58:53.500000+00:00,-1034193.476761817,25,11,True
2015-04-23 14:58:58.500000+00:00,-1034186.74335575,25,11,True
2015-04-23 14:59:03.500000+00:00,-1034180.005958556,25,11,True
2015-04-23 14:59:08.500000+00:00,-1034173.290483474,25,11,True
2015-04-23 14:59:13.500000+00:00,-1034166.600361823,25,11,True
2015-04-23 14:59:18.500000+00:00,-1034159.902635573,25,11,True
2015-04-23 14:59:23.500000+00:00,-1034153.268636702,25,11,True
2015-04-23 14:59:28.500000+00:00,-1034146.636121749,25,11,True
2015-04-23 14:59:33.500000+00:00,-1034139.890595435,25,11,True
2015-04-23 14:59:38.500000+00:00,-1034133.237084388,25,11,True
2015-04-23 14:59:43.500000+00:00,-1034126.621274947,25,11,True
2015-04-23 14:59:48.500000+00:00,-1034119.960543632,25,11,True
2015-04-23 14:59:53.500000+00:00,-1034113.30319023,25,11,True
2015-04-23 14:59:58.500000+00:00,-1034106.714189528,25,11,True
2015-04-23 15:00:03.500000+00:00,-1034100.039592742,25,11,True
2015-04-23 15:00:08.500000+00:00,-1034093.394391059,25,11,True
2015-04-23 15:00:13.500000+00:00,-1034086.796073913,25,11,True
2015-04-23 15:00:18.500000+00:00,-1034080.20134735,25,11,True
2015-04-23 15:00:23.500000+00:00,-1034073.573067664,25,11,True
2015-04-23 15:00:28.500000+00:00,-1034066.885947226,25,11,True
2015-04-23 15:00:33.500000+00:00,-1034060.252044677,25,11,True
2015-04-23 15:00:38.500000+00:00,-1034053.730109214,25,11,True
2015-04-23 15:00:43.500000+00:00,-1034047.081275939,25,11,True
2015-04-23 15:00:48.500000+00:00,-1034040.5098114,25,11,True
2015-04-23 15:00:53.500000+00:00,-1034033.955965995,25,11,True
2015-04-23 15:00:58.500000+00:00,-1034027.357733726,25,11,True
2015-04-23 15:01:03.500000+00:00,-1034020.836777686,25,11,True
2015-04-23 15:01:08.500000+00:00,-1034014.20588684,25,11,True
2015-04-23 15:01:13.500000+00:00,-1034007.599093436,25,11,True
2015-04-23 15:01:18.500000+00:00,-1034001.042704581,25,11,True
2015-04-23 15:01:23.500000+00:00,-1033994.444022178,25,11,True
2015-04-23 15:01:28.500000+00:00,-1033987.854103087,25,11,True
2015-04-23 15:01:33.500000+00:00,-1033981.671545981,25,11,True
2015-04-23 15:04:32.500000+00:00,-1033757.992115973,25,11,True
2015-04-23 15:04:37.500000+00:00,-1033749.349207877,25,11,True
2015-04-23 15:04:42.500000+00:00,-1033740.921124457,25,11,True
2015-04-23 15:04:47.500000+00:00,-1033732.820785521,25,11,True
2015-04-23 15:04:52.500000+00:00,-1033724.794111251,25,11,True
2015-04-23 15:04:57.500000+00:00,-1033716.99857521,25,11,True
2015-04-23 15:05:02.500000+00:00,-1033709.398185729,25,11,True
2015-04-23 15:05:07.500000+00:00,-1033701.908011435,25,11,True
2015-04-23 15:05:12.500000+00:00,-1033694.516308783,25,11,True
2015-04-23 15:05:17.500000+00:00,-1033687.317412375,25,11,True
2015-04-23 15:05:22.500000+00:00,-1033673.0305624,25,11,True
2015-04-23 15:06:24.500000+00:00,-1033597.011653899,25,11,True
2015-04-23 15:06:29.500000+00:00,-1033590.678677558,25,11,True
2015-04-23 15:06:34.500000+00:00,-1033584.263858794,25,11,True
2015-04-23 15:06:39.500000+00:00,-1033577.895133017,25,11,True
2015-04-23 15:06:44.500000+00:00,-1033571.648280143,25,11,True
2015-04-23 15:06:49.500000+00:00,-1033565.296659469,25,11,True
2015-04-23 15:06:54.500000+00:00,-1033559.001659392,25,11,True
2015-04-23 15:06:59.500000+00:00,-1033552.834788321,25,11,True
2015-04-23 15:07:04.500000+00:00,-1033546.55021572,25,11,True
2015-04-23 15:07:09.500000+00:00,-1033540.292479514,25,11,True
2015-04-23 15:07:14.500000+00:00,-1033534.111162185,25,11,True
2015-04-23 15:07:19.500000+00:00,-1033527.864017486,25,11,True
2015-04-23 15:07:24.500000+00:00,-1033521.635139464,25,11,True
2015-04-23 15:07:29.500000+00:00,-1033515.429995536,25,11,True
2015-04-23 15:07:34.500000+00:00,-1033509.222522735,25,11,True
2015-04-23 15:07:39.500000+00:00,-1033503.000538825,25,11,True
2015-04-23 15:07:44.500000+00:00,-1033496.831626891,25,11,True
2015-04-23 15:07:49.500000+00:00,-1033490.754679679,25,11,True
2015-04-23 15:07:54.500000+00:00,-1033484.574521064,25,11,True
2015-04-23 15:07:59.500000+00:00,-1033478.362618445,25,11,True
2015-04-23 15:08:04.500000+00:00,-1033472.170597075,25,11,True
2015-04-23 15:08:09.500000+00:00,-1033466.026994704,25,11,True
2015-04-23 15:08:14.500000+00:00,-1033459.916260718,25,11,True
2015-04-23 15:08:19.500000+00:00,-1033453.797172545,25,11,True
2015-04-23 15:08:24.500000+00:00,-1033447.690174102,25,11,True
2015-04-23 15:08:29.500000+00:00,-1033441.521331786,25,11,True
2015-04-23 15:08:34.500000+00:00,-1033435.330489158,25,11,True
2015-04-23 15:08:39.500000+00:00,-1033429.279242515,25,11,True
2015-04-23 15:08:44.500000+00:00,-1033423.169744491,25,11,True
2015-04-23 15:08:49.500000+00:00,-1033416.975783347,25,11,True
2015-04-23 15:08:54.500000+00:00,-1033410.934529304,25,11,True
2015-04-23 15:08:59.500000+00:00,-1033404.777399062,25,11,True
2015-04-23 15:09:04.500000+00:00,-1033398.674405097,25,11,True
2015-04-23 15:09:09.500000+00:00,-1033392.53574562,25,11,True
2015-04-23 15:09:14.500000+00:00,-1033386.487169265,25,11,True
2015-04-23 15:09:19.500000+00:00,-1033380.390553473,25,11,True
2015-04-23 15:09:52.500000+00:00,-565.662371634,25,12,True
2015-04-23 15:09:57.500000+00:00,-559.132451056,25,12,True
2015-04-23 15:10:02.500000+00:00,-552.614559173,25,12,True
2015-04-23 15:10:07.500000+00:00,-546.0896883,25,12,True
2015-04-23 15:10:12.500000+00:00,-539.583960532,25,12,True
2015-04-23 15:10:17.500000+00:00,-533.078505515,25,12,True
2015-04-23 15:10:22.500000+00:00,-526.579565047,25,12,True
2015-04-23 15:10:27.500000+00:00,-520.083381652,25,12,True
2015-04-23 15:10:32.500000+00:00,-513.589316367,25,12,True
2015-04-23 15:10:37.500000+00:00,-507.109369277,25,12,True
2015-04-23 15:10:42.500000+00:00,-500.624205588,25,12,True
2015-04-23 15:10:47.500000+00:00,-494.148809432,25,12,True
2015-04-23 15:10:52.500000+00:00,-487.672882079,25,12,True
2015-04-23 15:10:57.500000+00:00,-481.210208892,25,12,True
2015-04-23 15:11:02.500000+00:00,-474.75115776,25,12,True
2015-04-23 15:11:07.500000+00:00,-468.293736457,25,12,True
2015-04-23 15:11:12.500000+00:00,-461.839809417,25,12,True
2015-04-23 15:11:17.500000+00:00,-455.398351668,25,12,True
2015-04-23 15:11:22.500000+00:00,-448.952078818,25,12,True
2015-04-23 15:11:27.500000+00:00,-442.521411895,25,12,True
2015-04-23 15:11:32.500000+00:00,-436.078603744,25,12,True
2015-04-23 15:11:37.500000+00:00,-429.659117698,25,12,True
2015-04-23 15:11:42.500000+00:00,-423.234732627,25,12,True
2015-04-23 15:11:47.500000+00:00,-416.819997786,25,12,True
2015-04-23 15:11:52.500000+00:00,-410.405356406,25,12,True
2015-04-23 15:11:57.500000+00:00,-403.995113372,25,12,True
2015-04-23 15:12:02.500000+00:00,-397.592902183,25,12,True
2015-04-23 15:12:07.500000+00:00,-391.19966793,25,12,True
2015-04-23 15:12:12.500000+00:00,-384.799581527,25,12,True
2015-04-23 15:12:17.500000+00:00,-378.41381359,25,12,True
2015-04-23 15:12:22.500000+00:00,-372.031620025,25,12,True
2015-04-23 15:12:27.500000+00:00,-365.646819114,25,12,True
2015-04-23 15:12:32.500000+00:00,-359.274301528,25,12,True
2015-04-23 15:12:37.500000+00:00,-352.909256934,25,12,True
2015-04-23 15:12:42.500000+00:00,-346.543805121,25,12,True
2015-04-23 15:12:47.500000+00:00,-340.186296462,25,12,True
2015-04-23 15:12:52.500000+00:00,-333.828636168,25,12,True
2015-04-23 15:12:57.500000+00:00,-327.480089187,25,12,True
2015-04-23 15:13:02.500000+00:00,-321.130787848,25,12,True
2015-04-23 15:13:07.500000+00:00,-314.790907859,25,12,True
2015-04-23 15:13:12.500000+00:00,-308.455073356,25,12,True
2015-04-23 15:13:17.500000+00:00,-302.120843886,25,12,True
2015-04-23 15:13:22.500000+00:00,-295.794559478,25,12,True
2015-04-23 15:13:27.500000+00:00,-289.466261863,25,12,True
2015-04-23 15:13:32.500000+00:00,-283.157741546,25,12,True
2015-04-23 15:13:37.500000+00:00,-276.837449073,25,12,True
2015-04-23 15:13:42.500000+00:00,-270.538926124,25,12,True
2015-04-23 15:13:47.500000+00:00,-264.231663703,25,12,True
2015-04-23 15:13:52.500000+00:00,-257.934402465,25,12,True
2015-04-23 15:13:57.500000+00:00,-251.634755134,25,12,True
2015-04-23 15:14:02.500000+00:00,-245.344358443,25,12,True
2015-04-23 15:14:07.500000+00:00,-239.0607872,25,12,True
2015-04-23 15:14:12.500000+00:00,-232.786310195,25,12,True
2015-04-23 15:14:17.500000+00:00,-226.503235816,25,12,True
2015-04-23 15:14:22.500000+00:00,-220.228286742,25,12,True
2015-04-23 15:14:27.500000+00:00,-213.959977149,25,12,True
2015-04-23 15:14:32.500000+00:00,-207.699942588,25,12,True
2015-04-23 15:14:37.500000+00:00,-201.442596435,25,12,True
2015-04-23 15:14:42.500000+00:00,-195.184468268,25,12,True
2015-04-23 15:14:47.500000+00:00,-188.933424949,25,12,True
2015-04-23 15:14:52.500000+00:00,-182.692654609,25,12,True
2015-04-23 15:14:57.500000+00:00,-176.452154159,25,12,True
2015-04-23 15:15:02.500000+00:00,-170.220079421,25,12,True
2015-04-23 15:15:07.500000+00:00,-163.984058379,25,12,True
2015-04-23 15:15:12.500000+00:00,-157.7593441,25,12,True
2015-04-23 15:15:17.500000+00:00,-151.539907454,25,12,True
2015-04-23 15:15:22.500000+00:00,-145.315004348,25,12,True
2015-04-23 15:15:27.500000+00:00,-139.110546111,25,12,True
2015-04-23 15:15:32.500000+00:00,-132.896662711,25,12,True
2015-04-23 15:15:37.500000+00:00,-126.694324492,25,12,True
2015-04-23 15:15:42.500000+00:00,-120.489249228,25,12,True
2015-04-23 15:15:47.500000+00:00,-114.297028541,25,12,True
2015-04-23 15:15:52.500000+00:00,-108.106709479,25,12,True
2015-04-23 15:15:57.500000+00:00,-101.914489745,25,12,True
2015-04-23 15:16:02.500000+00:00,-95.743382453,25,12,True
2015-04-23 15:16:07.500000+00:00,-89.555562972,25,12,True
2015-04-23 15:16:12.500000+00:00,-83.385179519,25,12,True
2015-04-23 15:16:17.500000+00:00,-77.2126379,25,12,True
2015-04-23 15:16:22.500000+00:00,-71.052650451,25,12,True
2015-04-23 15:16:27.500000+00:00,-64.883767127,25,12,True
2015-04-23 15:16:32.500000+00:00,-58.735350608,25,12,True
2015-04-23 15:16:37.500000+00:00,-52.581542968,25,12,True
2015-04-23 15:16:42.500000+00:00,-46.431176185,25,12,True
2015-04-23 15:16:47.500000+00:00,-40.28992176,25,12,True
2015-04-23 15:16:52.500000+00:00,-34.154465674,25,12,True
2015-04-23 15:16:57.500000+00:00,-28.014669417,25,12,True
2015-04-23 15:17:02.500000+00:00,-21.885375976,25,12,True
2015-04-23 15:17:07.500000+00:00,-15.763436316,25,12,True
2015-04-23 15:17:12.500000+00:00,-9.640393256,25,12,True
2015-04-23 15:17:17.500000+00:00,-3.519558906,25,12,True
2015-04-23 15:17:22.500000+00:00,2.587787628,25,12,True
2015-04-23 15:17:27.500000+00:00,8.700227737,25,12,True
2015-04-23 15:17:32.500000+00:00,14.795635223,25,12,True
2015-04-23 15:17:37.500000+00:00,20.906061172,25,12,True
2015-04-23 15:17:42.500000+00:00,26.993836403,25,12,True
2015-04-23 15:17:47.500000+00:00,33.092871666,25,12,True
2015-04-23 15:17:52.500000+00:00,39.178108215,25,12,True
2015-04-23 15:17:57.500000+00:00,45.271826744,25,12,True
2015-04-23 15:18:02.500000+00:00,51.343502998,25,12,True
2015-04-23 15:18:07.500000+00:00,57.417254448,25,12,True
2015-04-23 15:18:12.500000+00:00,63.490533829,25,12,True
2015-04-23 15:18:17.500000+00:00,69.556462288,25,12,True
2015-04-23 15:18:22.500000+00:00,75.61742115,25,12,True
2015-04-23 15:18:27.500000+00:00,81.678958893,25,12,True
2015-04-23 15:18:32.500000+00:00,87.732158661,25,12,True
2015-04-23 15:18:37.500000+00:00,93.778873444,25,12,True
2015-04-23 15:18:42.500000+00:00,99.828820229,25,12,True
2015-04-23 15:18:47.500000+00:00,105.866278648,25,12,True
2015-04-23 15:18:52.500000+00:00,111.902494431,25,12,True
2015-04-23 15:18:57.500000+00:00,117.935623169,25,12,True
2015-04-23 15:19:02.500000+00:00,123.969428062,25,12,True
2015-04-23 15:19:07.500000+00:00,129.986644745,25,12,True
2015-04-23 15:19:12.500000+00:00,136.010809898,25,12,True
2015-04-23 15:19:17.500000+00:00,142.026445389,25,12,True
2015-04-23 15:19:22.500000+00:00,148.040875435,25,12,True
2015-04-23 15:19:27.500000+00:00,154.052507401,25,12,True
2015-04-23 15:19:32.500000+00:00,160.187829971,25,12,True
2015-04-23 15:19:37.500000+00:00,166.464757919,25,12,True
2015-04-23 15:19:42.500000+00:00,172.724253654,25,12,True
2015-04-23 15:19:47.500000+00:00,178.9859972,25,12,True
2015-04-23 15:19:52.500000+00:00,185.2514534,25,12,True
2015-04-23 15:19:57.500000+00:00,191.501142502,25,12,True
2015-04-23 15:20:02.500000+00:00,197.76103878,25,12,True
2015-04-23 15:20:07.500000+00:00,204.005880356,25,12,True
2015-04-23 15:20:12.500000+00:00,210.249295235,25,12,True
2015-04-23 15:20:17.500000+00:00,216.48109436,25,12,True
2015-04-23 15:20:22.500000+00:00,222.723639488,25,12,True
2015-04-23 15:20:27.500000+00:00,228.950380325,25,12,True
2015-04-23 15:20:32.500000+00:00,235.181229591,25,12,True
2015-04-23 15:20:37.500000+00:00,241.403351784,25,12,True
2015-04-23 15:20:42.500000+00:00,247.629109383,25,12,True
2015-04-23 15:20:47.500000+00:00,253.844266891,25,12,True
2015-04-23 15:20:52.500000+00:00,260.057434082,25,12,True
2015-04-23 15:20:57.500000+00:00,266.270298004,25,12,True
2015-04-23 15:21:02.500000+00:00,272.4668293,25,12,True
2015-04-23 15:21:07.500000+00:00,278.661784172,25,12,True
2015-04-23 15:21:12.500000+00:00,284.868560791,25,12,True
2015-04-23 15:21:17.500000+00:00,291.053322792,25,12,True
2015-04-23 15:21:22.500000+00:00,297.25057888,25,12,True
2015-04-23 15:21:27.500000+00:00,303.428370476,25,12,True
2015-04-23 15:21:32.500000+00:00,309.611509323,25,12,True
2015-04-23 15:21:37.500000+00:00,315.792625427,25,12,True
2015-04-23 15:21:42.500000+00:00,321.965733528,25,12,True
2015-04-23 15:21:47.500000+00:00,328.131891251,25,12,True
2015-04-23 15:21:52.500000+00:00,334.298985481,25,12,True
2015-04-23 15:21:57.500000+00:00,340.46776104,25,12,True
2015-04-23 15:22:02.500000+00:00,346.618271828,25,12,True
2015-04-23 15:22:07.500000+00:00,352.776745796,25,12,True
2015-04-23 15:22:12.500000+00:00,358.919659615,25,12,True
2015-04-23 15:22:17.500000+00:00,365.07126236,25,12,True
2015-04-23 15:22:22.500000+00:00,371.211024284,25,12,True
2015-04-23 15:22:27.500000+00:00,377.34879303,25,12,True
2015-04-23 15:22:32.500000+00:00,383.482069016,25,12,True
2015-04-23 15:22:37.500000+00:00,389.619886398,25,12,True
2015-04-23 15:22:42.500000+00:00,395.742789268,25,12,True
2015-04-23 15:22:47.500000+00:00,401.862636566,25,12,True
2015-04-23 15:22:52.500000+00:00,407.98736763,25,12,True
2015-04-23 15:22:57.500000+00:00,414.098807335,25,12,True
2015-04-23 15:23:02.500000+00:00,420.212760925,25,12,True
2015-04-23 15:23:07.500000+00:00,426.321685791,25,12,True
2015-04-23 15:23:12.500000+00:00,432.423254013,25,12,True
2015-04-23 15:23:17.500000+00:00,438.525352478,25,12,True
2015-04-23 15:23:22.500000+00:00,444.621023178,25,12,True
2015-04-23 15:23:27.500000+00:00,450.712722778,25,12,True
2015-04-23 15:23:32.500000+00:00,456.815249443,25,12,True
2015-04-23 15:23:37.500000+00:00,462.891335487,25,12,True
